50 8.51 1.18 5866.03 
55 9.51 1.16 5771.43 
60 10.00 0.99 5908.76 
65 10.52 0.95 5639.63 
70 11.68 0.85 5904.34 
80 13.32 748.13 5921.43 
90 14.96 664.88 5914.59 
100 17.22 578.65 5721.62 
